plot,block,idTreatment,plotSize,exposition,side,substrateType,sandRatio,substrateDepth,seedmixType,targetType,seedDensity,surveyDate_seeded,surveyDate_2018,surveyDate_2019,surveyDate_2020,surveyDate_2021,botanist_2018,botanist_2019,botanist_2020,botanist_2021,vegetationCov_2018,vegetationCov_2019,vegetationCov_2020,vegetationCov_2021,bioMass_2019
L6_04,6,L_611,4,south,land,1,0,15,1,hay_meadow,4,2018-04-13,2018-07-18,2019-06-18,2020-06-08,2021-07-15,Simon Reith,Markus Bauer,Katharina Beck,Markus Bauer,30,45,60,70,227
L6_05,6,L_623,4,south,land,2,25,15,3,dry_grassland,4,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,25,50,55,50,234
L6_06,6,L_624,4,south,land,2,25,15,4,dry_grassland,8,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,40,60,60,60,94
L6_07,6,L_621,4,south,land,2,25,15,1,hay_meadow,4,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,20,60,65,60,377
L6_08,6,L_622,4,south,land,2,25,15,2,hay_meadow,8,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,15,60,70,70,134
L6_09,6,L_631,4,south,land,3,50,15,1,hay_meadow,4,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,50,40,65,60,129
L6_10,6,L_633,4,south,land,3,50,15,3,dry_grassland,4,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,70,85,85,70,269
L6_11,6,L_632,4,south,land,3,50,15,2,hay_meadow,8,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,20,60,65,70,241
L6_12,6,L_634,4,south,land,3,50,15,4,dry_grassland,8,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,70,85,80,70,225
L6_13,6,L_644,4,south,land,4,0,30,4,dry_grassland,8,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,25,70,65,70,299
L6_14,6,L_642,4,south,land,4,0,30,2,hay_meadow,8,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,20,60,55,70,104
L6_15,6,L_641,4,south,land,4,0,30,1,hay_meadow,4,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,20,60,75,70,198
L6_16,6,L_643,4,south,land,4,0,30,3,dry_grassland,4,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,25,60,80,70,180
L6_17,6,L_651,4,south,land,5,25,30,1,hay_meadow,4,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,20,60,70,70,121
L6_18,6,L_654,4,south,land,5,25,30,4,dry_grassland,8,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,20,60,65,70,73
L6_19,6,L_652,4,south,land,5,25,30,2,hay_meadow,8,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,25,60,60,70,147
L6_20,6,L_653,4,south,land,5,25,30,3,dry_grassland,4,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,35,70,65,60,134
L6_21,6,L_663,4,south,land,6,50,30,3,dry_grassland,4,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,75,80,70,80,114
L6_22,6,L_662,4,south,land,6,50,30,2,hay_meadow,8,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,75,70,60,80,218
L6_23,6,L_664,4,south,land,6,50,30,4,dry_grassland,8,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,80,90,70,80,62
L6_24,6,L_661,4,south,land,6,50,30,1,hay_meadow,4,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,60,70,60,80,559
W1_01,1,W_113,4,north,water,1,0,15,3,dry_grassland,4,2018-04-27,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,70,70,90,100,NA
W1_02,1,W_114,4,north,water,1,0,15,4,dry_grassland,8,2018-04-27,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,60,85,90,100,NA
W1_03,1,W_111,4,north,water,1,0,15,1,hay_meadow,4,2018-04-27,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,65,90,90,100,NA
W1_04,1,W_112,4,north,water,1,0,15,2,hay_meadow,8,2018-04-27,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,65,85,90,100,NA
W1_05,1,W_122,4,north,water,2,25,15,2,hay_meadow,8,2018-04-27,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,60,85,80,100,NA
W1_06,1,W_124,4,north,water,2,25,15,4,dry_grassland,8,2018-04-27,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,60,90,95,100,NA
W1_07,1,W_121,4,north,water,2,25,15,1,hay_meadow,4,2018-04-27,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,50,75,85,100,NA
W1_08,1,W_123,4,north,water,2,25,15,3,dry_grassland,4,2018-04-27,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,45,85,75,90,NA
W1_09,1,W_134,4,north,water,3,50,15,4,dry_grassland,8,2018-04-27,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,50,85,70,90,NA
W1_10,1,W_132,4,north,water,3,50,15,2,hay_meadow,8,2018-04-27,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,60,75,85,90,NA
W1_11,1,W_133,4,north,water,3,50,15,3,dry_grassland,4,2018-04-27,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,50,75,90,80,NA
W1_12,1,W_131,4,north,water,3,50,15,1,hay_meadow,4,2018-04-27,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,45,65,65,90,NA
W1_13,1,W_141,4,north,water,4,0,30,1,hay_meadow,4,2018-04-27,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,65,75,70,80,NA
W1_14,1,W_143,4,north,water,4,0,30,3,dry_grassland,4,2018-04-27,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,65,70,75,90,NA
W1_15,1,W_144,4,north,water,4,0,30,4,dry_grassland,8,2018-04-27,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,50,70,70,80,NA
W1_16,1,W_142,4,north,water,4,0,30,2,hay_meadow,8,2018-04-27,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,50,80,70,90,NA
W1_17,1,W_153,4,north,water,5,25,30,3,dry_grassland,4,2018-04-27,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,40,70,80,90,NA
W1_18,1,W_154,4,north,water,5,25,30,4,dry_grassland,8,2018-04-27,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,35,75,90,90,NA
W1_19,1,W_151,4,north,water,5,25,30,1,hay_meadow,4,2018-04-27,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,30,80,60,90,NA
W1_20,1,W_152,4,north,water,5,25,30,2,hay_meadow,8,2018-04-27,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,40,75,75,90,NA
W1_21,1,W_164,4,north,water,6,50,30,4,dry_grassland,8,2018-04-27,2018-07-21,2019-06-26,2020-06-13,2021-07-05,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,30,85,75,100,NA
W1_22,1,W_162,4,north,water,6,50,30,2,hay_meadow,8,2018-04-27,2018-07-21,2019-06-26,2020-06-13,2021-07-05,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,35,80,80,90,NA
W1_23,1,W_163,4,north,water,6,50,30,3,dry_grassland,4,2018-04-27,2018-07-21,2019-06-26,2020-06-13,2021-07-05,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,35,75,80,90,NA
W1_24,1,W_161,4,north,water,6,50,30,1,hay_meadow,4,2018-04-27,2018-07-21,2019-06-26,2020-06-13,2021-07-05,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,30,80,80,90,NA
W2_01,2,W_213,4,north,water,1,0,15,3,dry_grassland,4,2018-04-27,2018-07-20,2019-06-21,2020-06-12,2021-07-07,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,80,75,90,100,NA
W2_02,2,W_211,4,north,water,1,0,15,1,hay_meadow,4,2018-04-27,2018-07-20,2019-06-21,2020-06-12,2021-07-07,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,80,85,90,100,NA
W2_03,2,W_212,4,north,water,1,0,15,2,hay_meadow,8,2018-04-27,2018-07-20,2019-06-21,2020-06-12,2021-07-07,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,80,90,85,100,NA
W2_04,2,W_214,4,north,water,1,0,15,4,dry_grassland,8,2018-04-27,2018-07-20,2019-06-21,2020-06-12,2021-07-07,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,75,80,90,100,NA
W2_05,2,W_222,4,north,water,2,25,15,2,hay_meadow,8,2018-04-27,2018-07-20,2019-06-21,2020-06-13,2021-07-07,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,80,90,80,90,NA
W2_06,2,W_224,4,north,water,2,25,15,4,dry_grassland,8,2018-04-27,2018-07-20,2019-06-21,2020-06-13,2021-07-07,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,60,90,90,90,NA
W2_07,2,W_221,4,north,water,2,25,15,1,hay_meadow,4,2018-04-27,2018-07-20,2019-06-21,2020-06-13,2021-07-07,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,50,70,80,90,NA
W2_08,2,W_223,4,north,water,2,25,15,3,dry_grassland,4,2018-04-27,2018-07-20,2019-06-21,2020-06-13,2021-07-07,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,45,85,80,100,NA
W2_09,2,W_233,4,north,water,3,50,15,3,dry_grassland,4,2018-04-27,2018-07-20,2019-06-21,2020-06-13,2021-07-07,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,85,95,85,90,NA
W2_10,2,W_231,4,north,water,3,50,15,1,hay_meadow,4,2018-04-27,2018-07-20,2019-06-21,2020-06-13,2021-07-07,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,75,80,75,90,NA
W2_11,2,W_234,4,north,water,3,50,15,4,dry_grassland,8,2018-04-27,2018-07-20,2019-06-21,2020-06-13,2021-07-07,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,75,90,90,100,NA
W2_12,2,W_232,4,north,water,3,50,15,2,hay_meadow,8,2018-04-27,2018-07-20,2019-06-21,2020-06-13,2021-07-07,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,85,90,85,90,NA
W2_13,2,W_241,4,north,water,4,0,30,1,hay_meadow,4,2018-04-27,2018-07-20,2019-06-21,2020-06-13,2021-07-07,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,85,70,85,90,NA
W2_14,2,W_244,4,north,water,4,0,30,4,dry_grassland,8,2018-04-27,2018-07-20,2019-06-21,2020-06-13,2021-07-07,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,85,75,80,90,NA
W2_15,2,W_242,4,north,water,4,0,30,2,hay_meadow,8,2018-04-27,2018-07-20,2019-06-21,2020-06-13,2021-07-07,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,75,70,80,90,NA
W2_16,2,W_243,4,north,water,4,0,30,3,dry_grassland,4,2018-04-27,2018-07-20,2019-06-21,2020-06-13,2021-07-07,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,80,70,85,90,NA
W2_17,2,W_251,4,north,water,5,25,30,1,hay_meadow,4,2018-04-27,2018-07-20,2019-06-21,2020-06-13,2021-07-08,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,55,75,80,90,NA
W2_18,2,W_254,4,north,water,5,25,30,4,dry_grassland,8,2018-04-27,2018-07-20,2019-06-21,2020-06-13,2021-07-08,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,45,90,80,90,NA
W2_19,2,W_252,4,north,water,5,25,30,2,hay_meadow,8,2018-04-27,2018-07-20,2019-06-21,2020-06-13,2021-07-08,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,65,85,85,90,NA
W2_20,2,W_253,4,north,water,5,25,30,3,dry_grassland,4,2018-04-27,2018-07-20,2019-06-21,2020-06-13,2021-07-08,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,65,80,80,90,NA
W2_21,2,W_261,4,north,water,6,50,30,1,hay_meadow,4,2018-04-27,2018-07-20,2019-06-21,2020-06-13,2021-07-08,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,65,65,80,70,NA
W2_22,2,W_264,4,north,water,6,50,30,4,dry_grassland,8,2018-04-27,2018-07-20,2019-06-21,2020-06-13,2021-07-08,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,65,90,85,90,NA
W2_23,2,W_263,4,north,water,6,50,30,3,dry_grassland,4,2018-04-27,2018-07-20,2019-06-21,2020-06-13,2021-07-08,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,65,80,80,90,NA
W2_24,2,W_262,4,north,water,6,50,30,2,hay_meadow,8,2018-04-27,2018-07-20,2019-06-21,2020-06-13,2021-07-08,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,70,55,80,90,NA
W3_01,3,W_312,4,north,water,1,0,15,2,hay_meadow,8,2018-04-27,2018-07-18,2019-06-19,2020-06-12,2021-07-08,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,25,50,80,90,NA
W3_02,3,W_311,4,north,water,1,0,15,1,hay_meadow,4,2018-04-27,2018-07-18,2019-06-19,2020-06-12,2021-07-08,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,20,80,90,80,NA
W3_03,3,W_313,4,north,water,1,0,15,3,dry_grassland,4,2018-04-27,2018-07-18,2019-06-19,2020-06-12,2021-07-08,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,20,85,90,80,NA
W3_04,3,W_314,4,north,water,1,0,15,4,dry_grassland,8,2018-04-27,2018-07-18,2019-06-19,2020-06-12,2021-07-09,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,25,90,70,90,NA
W3_05,3,W_324,4,north,water,2,25,15,4,dry_grassland,8,2018-04-27,2018-07-18,2019-06-20,2020-06-12,2021-07-09,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,25,80,90,90,NA
W3_06,3,W_322,4,north,water,2,25,15,2,hay_meadow,8,2018-04-27,2018-07-18,2019-06-20,2020-06-12,2021-07-09,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,20,80,80,90,NA
W3_07,3,W_323,4,north,water,2,25,15,3,dry_grassland,4,2018-04-27,2018-07-18,2019-06-20,2020-06-12,2021-07-09,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,25,80,75,90,NA
W3_08,3,W_321,4,north,water,2,25,15,1,hay_meadow,4,2018-04-27,2018-07-18,2019-06-20,2020-06-12,2021-07-09,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,20,80,70,80,NA
W3_09,3,W_332,4,north,water,3,50,15,2,hay_meadow,8,2018-04-27,2018-07-18,2019-06-20,2020-06-12,2021-07-09,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,60,75,85,80,NA
W3_10,3,W_331,4,north,water,3,50,15,1,hay_meadow,4,2018-04-27,2018-07-18,2019-06-20,2020-06-12,2021-07-09,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,70,70,85,80,NA
W3_11,3,W_333,4,north,water,3,50,15,3,dry_grassland,4,2018-04-27,2018-07-18,2019-06-20,2020-06-12,2021-07-09,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,20,75,70,80,NA
W3_12,3,W_334,4,north,water,3,50,15,4,dry_grassland,8,2018-04-27,2018-07-18,2019-06-20,2020-06-12,2021-07-09,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,20,85,75,80,NA
W3_13,3,W_342,4,north,water,4,0,30,2,hay_meadow,8,2018-04-27,2018-07-18,2019-06-20,2020-06-12,2021-07-09,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,50,75,80,80,NA
W3_14,3,W_341,4,north,water,4,0,30,1,hay_meadow,4,2018-04-27,2018-07-18,2019-06-20,2020-06-12,2021-07-09,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,30,75,75,80,NA
W3_15,3,W_343,4,north,water,4,0,30,3,dry_grassland,4,2018-04-27,2018-07-18,2019-06-20,2020-06-12,2021-07-09,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,45,80,85,80,NA
W3_16,3,W_344,4,north,water,4,0,30,4,dry_grassland,8,2018-04-27,2018-07-18,2019-06-20,2020-06-12,2021-07-09,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,40,75,90,80,NA
W3_17,3,W_354,4,north,water,5,25,30,4,dry_grassland,8,2018-04-27,2018-07-18,2019-06-20,2020-06-12,2021-07-09,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,55,90,90,90,NA
W3_18,3,W_352,4,north,water,5,25,30,2,hay_meadow,8,2018-04-27,2018-07-18,2019-06-20,2020-06-12,2021-07-09,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,55,90,85,90,NA
W3_19,3,W_353,4,north,water,5,25,30,3,dry_grassland,4,2018-04-27,2018-07-18,2019-06-20,2020-06-12,2021-07-09,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,50,95,85,90,NA
W3_20,3,W_351,4,north,water,5,25,30,1,hay_meadow,4,2018-04-27,2018-07-18,2019-06-20,2020-06-12,2021-07-09,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,50,85,85,90,NA
W3_21,3,W_362,4,north,water,6,50,30,2,hay_meadow,8,2018-04-27,2018-07-18,2019-06-20,2020-06-12,2021-07-09,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,60,85,90,90,NA
W3_22,3,W_363,4,north,water,6,50,30,3,dry_grassland,4,2018-04-27,2018-07-18,2019-06-20,2020-06-12,2021-07-09,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,60,80,85,90,NA
W3_23,3,W_364,4,north,water,6,50,30,4,dry_grassland,8,2018-04-27,2018-07-18,2019-06-20,2020-06-12,2021-07-09,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,75,95,85,90,NA
W3_24,3,W_361,4,north,water,6,50,30,1,hay_meadow,4,2018-04-27,2018-07-18,2019-06-20,2020-06-12,2021-07-09,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,50,90,90,100,NA
W4_01,4,W_414,4,north,water,1,0,15,4,dry_grassland,8,2018-04-27,2018-07-19,2019-06-20,2020-06-12,2021-07-10,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,75,80,90,90,NA
W4_02,4,W_412,4,north,water,1,0,15,2,hay_meadow,8,2018-04-27,2018-07-19,2019-06-20,2020-06-12,2021-07-10,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,70,75,80,80,NA
W4_03,4,W_413,4,north,water,1,0,15,3,dry_grassland,4,2018-04-27,2018-07-19,2019-06-20,2020-06-12,2021-07-10,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,60,70,85,90,NA
W4_04,4,W_411,4,north,water,1,0,15,1,hay_meadow,4,2018-04-27,2018-07-19,2019-06-20,2020-06-12,2021-07-10,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,60,75,80,90,NA
W4_05,4,W_421,4,north,water,2,25,15,1,hay_meadow,4,2018-04-27,2018-07-19,2019-06-20,2020-06-12,2021-07-10,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,40,80,85,100,NA
W4_06,4,W_422,4,north,water,2,25,15,2,hay_meadow,8,2018-04-27,2018-07-19,2019-06-20,2020-06-12,2021-07-10,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,35,85,90,90,NA
W4_07,4,W_423,4,north,water,2,25,15,3,dry_grassland,4,2018-04-27,2018-07-19,2019-06-20,2020-06-12,2021-07-10,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,25,95,80,90,NA
W4_08,4,W_424,4,north,water,2,25,15,4,dry_grassland,8,2018-04-27,2018-07-19,2019-06-20,2020-06-12,2021-07-10,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,70,95,85,90,NA
W4_09,4,W_431,4,north,water,3,50,15,1,hay_meadow,4,2018-04-27,2018-07-19,2019-06-20,2020-06-12,2021-07-10,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,30,75,75,80,NA
W4_10,4,W_432,4,north,water,3,50,15,2,hay_meadow,8,2018-04-27,2018-07-19,2019-06-20,2020-06-12,2021-07-10,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,30,70,80,80,NA
W4_11,4,W_433,4,north,water,3,50,15,3,dry_grassland,4,2018-04-27,2018-07-19,2019-06-20,2020-06-12,2021-07-10,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,30,90,85,80,NA
W4_12,4,W_434,4,north,water,3,50,15,4,dry_grassland,8,2018-04-27,2018-07-19,2019-06-20,2020-06-12,2021-07-10,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,25,80,80,80,NA
W4_13,4,W_444,4,north,water,4,0,30,4,dry_grassland,8,2018-04-27,2018-07-19,2019-06-20,2020-06-12,2021-07-10,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,70,70,90,80,NA
W4_14,4,W_442,4,north,water,4,0,30,2,hay_meadow,8,2018-04-27,2018-07-19,2019-06-20,2020-06-12,2021-07-10,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,70,70,85,80,NA
W4_15,4,W_441,4,north,water,4,0,30,1,hay_meadow,4,2018-04-27,2018-07-19,2019-06-20,2020-06-12,2021-07-10,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,60,75,80,80,NA
W4_16,4,W_443,4,north,water,4,0,30,3,dry_grassland,4,2018-04-27,2018-07-19,2019-06-20,2020-06-12,2021-07-10,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,60,85,85,90,NA
W4_17,4,W_454,4,north,water,5,25,30,4,dry_grassland,8,2018-04-27,2018-07-19,2019-06-20,2020-06-12,2021-07-10,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,50,90,80,90,NA
W4_18,4,W_451,4,north,water,5,25,30,1,hay_meadow,4,2018-04-27,2018-07-19,2019-06-20,2020-06-12,2021-07-10,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,40,75,75,90,NA
W4_19,4,W_452,4,north,water,5,25,30,2,hay_meadow,8,2018-04-27,2018-07-19,2019-06-20,2020-06-12,2021-07-10,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,25,65,75,80,NA
W4_20,4,W_453,4,north,water,5,25,30,3,dry_grassland,4,2018-04-27,2018-07-19,2019-06-20,2020-06-12,2021-07-10,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,35,95,75,90,NA
W4_21,4,W_461,4,north,water,6,50,30,1,hay_meadow,4,2018-04-27,2018-07-19,2019-06-20,2020-06-12,2021-07-10,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,15,60,70,90,NA
W4_22,4,W_462,4,north,water,6,50,30,2,hay_meadow,8,2018-04-27,2018-07-19,2019-06-20,2020-06-12,2021-07-10,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,10,65,75,70,NA
W4_23,4,W_464,4,north,water,6,50,30,4,dry_grassland,8,2018-04-27,2018-07-19,2019-06-20,2020-06-12,2021-07-10,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,5,80,90,90,NA
W4_24,4,W_463,4,north,water,6,50,30,3,dry_grassland,4,2018-04-27,2018-07-19,2019-06-20,2020-06-12,2021-07-10,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,10,85,75,80,NA
W5_01,5,W_514,4,north,water,1,0,15,4,dry_grassland,8,2018-04-27,2018-07-19,2019-06-18,2020-06-11,2021-07-14,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,65,85,90,90,NA
W5_02,5,W_511,4,north,water,1,0,15,1,hay_meadow,4,2018-04-27,2018-07-19,2019-06-18,2020-06-11,2021-07-14,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,55,80,85,80,NA
W5_03,5,W_513,4,north,water,1,0,15,3,dry_grassland,4,2018-04-27,2018-07-19,2019-06-18,2020-06-11,2021-07-14,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,65,95,85,90,NA
W5_04,5,W_512,4,north,water,1,0,15,2,hay_meadow,8,2018-04-27,2018-07-19,2019-06-18,2020-06-11,2021-07-14,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,65,75,90,90,NA
W5_05,5,W_523,4,north,water,2,25,15,3,dry_grassland,4,2018-04-27,2018-07-19,2019-06-18,2020-06-11,2021-07-14,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,55,85,90,90,NA
W5_06,5,W_521,4,north,water,2,25,15,1,hay_meadow,4,2018-04-27,2018-07-19,2019-06-18,2020-06-11,2021-07-14,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,45,80,75,80,NA
W5_07,5,W_522,4,north,water,2,25,15,2,hay_meadow,8,2018-04-27,2018-07-19,2019-06-18,2020-06-11,2021-07-14,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,25,70,75,90,NA
